ID;CNPJ;NOME;ENDERECO;BAIRRO;MUNICIPIO;UF;CEP;DIST;TELEFONE;INSCRICAO ESTADUAL;EMAIL;FUNCIONARIOS;PRODUTOS;IMPORTADOR;EXPORTADOR;CNAE;Atividade;GRAU DE RISCO
1517;  04.145.276/0001-19  ; LUNASA  ;  Rua Emilio Henrique Gomes, 471  ; Dist. Industrial  ; Medianeira  ;  PR  ; 84884-000  ;578; 0xx45 3264-9900  ; 90228793-05  ; lunasa@lunasa.com.br  ;89; Armarios Em Aco, Guarda Roupas Em Aco,  ; Nao  ; Nao  ;25.32-2-01;"25.32-2  Produ��o de artefatos estampados de metal; metalurgia do p�  ";4
1518;  76.791.607/0001-07  ; DIHOFFMANN  ;  Av. Seis de Junho, 745  ; Centro  ; Sertanopolis  ;  PR  ;86170000;431; 0xx43 3232-1490  ; 60300652-61  ; dh@dihoffmann.com.br  ;102; Camisas  ; Nao  ; Nao  ;14.12-6-01;14.12-6  Confec��o de pe�as do vestu�rio, exceto roupas �ntimas  ;2
1519;  75.126.979/0001-48  ; LUVAS YELING  ;  Rua Gal. Potiguara, 1428 Lt. 06  ; Novo Mundo  ; Curitiba  ;  PR  ; 81050-500  ;0; 0xx41 3301-8080  ; 10148058-57  ; atendimento@yeling.com.br  ;180; Luvas Tricotadas de Poliamida, Luvas  ; Sim  ; Sim  ;32.92-2-02;32.92-2  Fabrica��o de equipamentos e acess�rios para seguran�a e prote��o pessoal e profissional  ;3
1520;  07.339.952/0001-83  ; LUXPLAST - INDuSTRIA E COMeRCIO DE  ;  Rua Luiz Berlesi, 53  ; Canguiri  ; Colombo  ;  PR  ; 83412-050  ;18; 0xx41 3675-7979  ; 90336466-12  ; producao@luxplast.com.br  ;60; Sacolas  ; Nao  ; Nao  ;22.29-3-01;22.29-3  Fabrica��o de artefatos de material pl�stico n�o especificados anteriormente  ;3
1521;  04.734.522/0001-78  ; LUZTELL  ;  Rua Cassemiro Popinigis, 233  ; Orfas  ; Ponta Grossa  ;  PR  ;84015140;114; 0xx42 3238-3270  ; 90254188-80  ; luztell@uol.com.br  ;59; Poste Pre-moldado  ; Nao  ; Nao  ;23.30-3-01;23.30-3  Fabrica��o de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes  ;4
1522;  85.478.857/0001-74  ; M T A  ;  Av. Dambros e Piva, 1105  ; Centro  ; Marmeleiro  ;  PR  ; 85615-000  ;477; 0xx46 3525-1785  ; 321/0306616  ; mta@mta.com.br  ;60; Pipoqueira, Bule, Assadeira  ; Sim  ; Sim  ;25.93-4-00;25.93-4  Fabrica��o de artigos de metal para uso dom�stico e pessoal  ;3
1523;  03.663.910/0001-42  ; KAMILLY CONFECcoES  ;  Rua Machado de Assis, 25  ; Centro  ; Altonia  ;  PR  ; 87550-000  ;659; 0xx44 3659-2163  ; 90204140-03  ; ma-vaneti@hotmail.com  ;50; Confeccoes  ; Nao  ; Nao  ;14.12-6-01;14.12-6  Confec��o de pe�as do vestu�rio, exceto roupas �ntimas  ;2
1524;  01.792.271/0001-90  ; RESUMO CONFECcoES  ;  Rod. Urbano Pedroni Pr 429, S/n Km 18  ; Zona Rural  ; Florai  ;  PR  ; 87185-000  ;479; 0xx44 3242-8050  ; 90128957-36  ; edite@resultjeans.com.br  ;110; Confeccao de Vestuario  ; Sim  ; Nao  ;14.12-6-01;14.12-6  Confec��o de pe�as do vestu�rio, exceto roupas �ntimas  ;2
1525;  00.824.812/0001-51  ; TRILHA D'aGUA  ;  Rua Jorge Sanways, 1512  ; Centro  ; Foz do Iguacu  ;  PR  ; 85852-150  ;635; 0xx45 3523-5037  ; 42212848-40  ; financeiro@trilhadagua.com.br  ;108; Camisetas  ; Nao  ; Nao  ;14.12-6-01;14.12-6  Confec��o de pe�as do vestu�rio, exceto roupas �ntimas  ;2
1526;  08.978.962/0001-21  ; BABY FASHION CONFECcoES  ;  Av. Tiradentes, 843  ; Centro  ; Marumbi  ;  PR  ; 86910-000  ;393; 0xx43 3441-1541  ; 90411965-29  ; ;80; Confeccoes de Roupas Em Geral  ; Nao  ; Nao  ;14.12-6-01;14.12-6  Confec��o de pe�as do vestu�rio, exceto roupas �ntimas  ;2
1527;  00.761.013/0001-83  ; BAINHA COM ARAME  ;  Av. Alziro Zarur, 401  ; Vila Vardelina  ; Maringa  ;  PR  ; 87080-590  ;425; 0xx44 3032-8200  ; 90340931-29  ; financeiro.bainha@hotmail.com  ;300; Calca, Camisa, Vestidos  ; Nao  ; Nao  ;14.11-8-01;14.11-8  Confec��o de roupas �ntimas  ;2
1528;  75.394.502/0004-96  ; MoVEIS ESTRELA  ;  Rua Juriti, 126 Portoes 36 e 37  ; Vila Industrial  ; Arapongas  ;  PR  ; 86706-010  ;379; 0xx43 3274-8800  ; 90302674-08  ; falecom@moveisestrela.com.br  ;500; Estofados de Couro  ; Sim  ; Sim  ;31.01-2-00;31.01-2  Fabrica��o de m�veis com predomin�ncia de madeira  ;3
1529;  75.394.502/0001-43  ; MoVEIS ESTRELA  ;  Rod. Pr 218, Km 01  ; Gleba Bandeirantes  ; Rolandia  ;  PR  ; 86600-000  ;407; 0xx43 3274-8800  ; 62800857-48  ; falecom@moveisestrela.com.br  ;105; Moveis de Madeira, Moveis Estofados  ; Sim  ; Sim  ;31.01-2-00;31.01-2  Fabrica��o de m�veis com predomin�ncia de madeira  ;3
1530;  75.394.502/0002-24  ; MoVEIS E ESTOFADOS ESTRELA  ;  Av. Maracana, 4800  ; Pq. Industrial  ; Arapongas  ;  PR  ; 86703-000  ;379; 0xx43 3274-8800  ; 62801473-60  ; falecom@moveisestrela.com.br  ;500; Racks, Estantes, Dormitorio Infantil  ; Sim  ; Sim  ;31.01-2-00;31.01-2  Fabrica��o de m�veis com predomin�ncia de madeira  ;3
1531;  00.325.707/0001-78  ; CONSTRUTORA PEDRaO  ;  Rua Aimore, 318  ; Centro  ; Pato Branco  ;  PR  ; 85505-170  ;438; 0xx46 3225-2112  ; 31604183-37  ; mg@mgempreendimentos.com.br  ;150; Construcao Civil  ; Nao  ; Nao  ;43.91-6-00;43.91-6  Obras de funda��es  ;4
1532;  76.517.861/0001-03  ; M. M. ARRUDA & CIA LTDA  ;  Rua Vinte e Quatro de Maio, 150  ; Alto Taruma  ; Pinhais  ;  PR  ; 83323-060  ;10; 0xx41 3557-5353  ; 13701491-23  ; mmarruda@mmarruda.com.br  ;170; Construcoes Civis Em Geral  ; Nao  ; Nao  ;42.99-5-01;42.99-5  Obras de engenharia civil n�o especificadas anteriormente  ;3
1533;  05.971.216/0001-18  ; EXTINTORES MOCELIN  ;  Av. Pres. Kennedy, 1215  ; Centro  ; Dois Vizinhos  ;  PR  ; 85660-000  ;467; 0xx46 3536-2265  ; 90292878-29  ; mocelin@extintoresmocelin.com.br  ;100; Fabricacao de Extintores, Recarga e  ; Nao  ; Nao  ;20.99-1-99;20.99-1  Fabrica��o de produtos qu�micos n�o especificados anteriormente  ;3
1534;  79.955.753/0001-00  ; M.A. FALLEIRO & CIA LTDA  ;  Rua . Raimundo Correia , 234  ; Zona 6  ; Maringa  ;  PR  ; 87065-005  ;425; 0xx44 3218-3000  ; 70103504-62  ; cadastro@ladoavesso.com.br  ;50; Confeccoes Em Jeans  ; Nao  ; Nao  ;14.12-6-01;14.12-6  Confec��o de pe�as do vestu�rio, exceto roupas �ntimas  ;2
1535;  02.573.963/0001-00  ;M.M.C. CONSTRU��ES CIVIS LTDA;  Av. Parana , 1583  ; Centro  ; Planaltina do Parana  ;  PR  ; 87860-000  ;572; 0xx44 3423-7474  ; 90163420-30  ; diretoria@construtoracemo.com.br  ;200; Construcao Civil  ; Nao  ; Nao  ;41.20-4-00;41.20-4  Constru��o de edif�cios  ;3
1536;  09.065.587/0001-91  ;M.R. LOPES IND�STRIA E COM�RCIO DE M�VEIS;  Rua Martim-pescador-verde  ; Pq. Industrial 2  ; Arapongas  ;  PR  ;86703272;379; 0xx43 3152-6988  ; 90416396-17  ; madeirasmr@hotmail.com.br  ;58; Moveis de Madeira  ; Nao  ; Nao  ;31.01-2-00;31.01-2  Fabrica��o de m�veis com predomin�ncia de madeira  ;3
1537;  03.475.790/0001-50  ; MACHADO VALENTE ENGENHARIA  ;  Rua Solimoes, 1305  ; Merces  ; Curitiba  ;  PR  ; 80810-070  ;0; 0xx41 3232-7733  ; ISENTO  ; machado.valente@terra.com.br  ;90; Construcao Civil  ; Nao  ; Nao  ;41.20-4-00;41.20-4  Constru��o de edif�cios  ;3
1538;  77.939.718/0001-72  ; MACKSONN CONFECcoES  ;  Av. Sta. Catarina, 214 A  ; Centro  ; Cianorte  ;  PR  ; 87200-157  ;507; 0xx44 3619-2214  ; 83302500-71  ; macksonn@macksonn.com.br  ;125; Moda Feminina (esporte Fino e Social),  ; Nao  ; Nao  ;14.12-6-01;14.12-6  Confec��o de pe�as do vestu�rio, exceto roupas �ntimas  ;2
1539;  76.103.373/0001-50  ; MACLINEA S/A  ;  Av. das Industrias, 2420  ; Cic  ; Curitiba  ;  PR  ; 81310-060  ;0; 0xx41 3316-3938  ; 10133464-33  ; maclinea@maclinea.com.br  ;137; Linha de Envernizamento Para Acabamento  ; Sim  ; Sim  ;28.69-1-00;28.69-1 Fabrica��o de m�quinas e equipamentos para uso industrial espec�fico n�o especificados anteriormente ;3
1540;  76.495.068/0001-50  ; MACOPa  ;  Rua Ipiranga, 960  ; Pinheirinho  ; Curitiba  ;  PR  ; 81110-410  ;0; 0xx41 3346-7611  ; 10108601-10  ; financeiro@macopa.com.br  ;85; Madeiras Compensadas, Madeiras Laminadas  ; Sim  ; Sim  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1541;  76.082.320/0014-14  ; MACROFeRTIL  ;  Av. Paulo Canhola, 591  ; Alvorada  ; Paranagua  ;  PR  ;83221130;90; 0xx41 3420-6800  ; 90256449-70  ; sluiz@macrofertil.com.br  ;160; Fertilizantes  ; Sim  ; Sim  ;20.13-4-00;20.13-4  Fabrica��o de adubos e fertilizantes  ;3
1542;  76.082.320/0001-08  ; MACROFERTIL  ;  Rod. Br 376 , 435 Km 103  ; Vendrami  ; Ponta Grossa  ;  PR  ; 84043-450  ;114; 0xx42 3219-2525  ; 20100991-05  ; macrofertil@macrofertil.com.br  ;282; Adubos, Fertilizantes, Sementes  ; Sim  ; Nao  ;20.13-4-00;20.13-4  Fabrica��o de adubos e fertilizantes  ;3
1543;  78.696.499/0001-00  ; MACROPLASTIC  ;  Rua Sen. Accyoli Filho, 2221  ; Cic  ; Curitiba  ;  PR  ; 81350-200  ;0; 0xx41 3021-2525  ; 10160442-09  ; macroplastic@macroplastic.com.br  ;165; Sacolas Plasticas, Filma de Empacotamento  ; Sim  ; Sim  ;22.22-6-00;22.22-6  Fabrica��o de embalagens de material pl�stico  ;3
1544;  75.967.331/0001-02  ; MADEBIL  ;  Av. Sto. Alberton, 961  ; Sao Vicente  ; Bituruna  ;  PR  ; 84640-000  ;316; 0xx42 3553-1213  ; 30600153-16  ; madebil@madebil.com.br  ;60; Compensados, Chapas  ; Nao  ; Nao  ;49.30-2-02;49.30-2  Transporte rodovi�rio de carga  ;3
1545;  86.990.751/0001-18  ; MADEFoRMICA  ;  Rua Dorivaldo Soncela, S/n  ; Nucleo Industrial  ; Santa Tereza do Oeste  ;  PR  ;85825000;517; 0xx45 3231-1113  ; 41013752-64  ; ;60; Chapas de Madeira Compensada  ; Nao  ; Nao  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1546;  78.334.380/0001-98  ; MADEGRAL INDuSTRIA DE MADEIRAS  ;  Rod. Br 116, 1600 Km 23,5 - Cx. P. 51  ; Pocinho  ; Campina Grande do Sul  ;  PR  ; 83430-000  ;30; 0xx41 3679-3244  ; 11300379-05  ; madegral@onda.com.br  ;70; Madeiras Beneficiadas Serradas, Madeiras  ; Sim  ; Nao  ;16.10-2-01;16.10-2  Desdobramento de madeira  ;3
1547;  77.625.762/0001-08  ;MADEIRAS EULIDE LTDA;  Rod. Br 376, 35 Km 15,5  ; Barro Preto  ; Sao Jose dos Pinhais  ;  PR  ; 83005-970  ;16; 0xx41 3383-5522  ; 10500585-70  ; madeiras@eulide.com.br  ;200; Compensados Decorativos, Laminados  ; Nao  ; Sim  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1548;  00.257.332/0001-56  ; MADEIRAS GUAMIRANGA LTDA  ;  Rod. do Papel Km 21, S/n Lt. 17 - Cx. P.  ; Pq. Indl. Triangulo  ; Telemaco Borba  ;  PR  ; 84262-980  ;249; 0xx42 3273-3570  ; 20803605-01  ; madguamiranga@uol.com.br  ;125; Laminas de Pinus, Compensados de Pinus  ; Nao  ; Sim  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1549;  78.517.430/0001-72  ; MADEIRAS NILE  ;  Rod. Br 277, S/n Km 430  ; Centro  ; Virmond  ;  PR  ;85390000;343; 0xx42 3618-1174  ; 46700002-01  ; madeirasnile@hotmail.com  ;70; Exportacao de Compensados, Chapas de  ; Nao  ; Sim  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1550;  82.654.849/0001-43  ; MADEIREIRA BELO HORIZONTE  ;  Rua dos Imigrantes, 895  ; Jardim Tangara  ; Imbituva  ;  PR  ; 84430-000  ;172; 0xx42 3436-1299  ; 21500913-09  ; compensadosbh@brturbo.com.br  ;58; Compensados de Pinus, Compensados de  ; Nao  ; Sim  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1551;  76.407.014/0001-96  ; SERRARIA E BENEFICIAMENTO DE  ;  Av. Noe Rebesco, 767  ; Lagoa  ; Irati  ;  PR  ; 84500-000  ;154; 0xx42 3423-1117  ; 21700389-00  ; rebesco@irati.com.br  ;61; Tabuas de Pinus, Forro de Pinus, Pranchas  ; Nao  ; Nao  ;16.10-2-01;16.10-2  Desdobramento de madeira  ;3
1552;  78.369.162/0001-99  ; MADEIREIRA H. HOLLAS  ;  Rua Ivo Strozzi, S/n  ; Sao Sebastiao  ; Uniao da Vitoria  ;  PR  ; 84600-000  ;241; 0xx42 3524-4609  ; 30102473-80  ; vendas@hhollas.com.br  ;55; Portas de Madeira, Divisorias  ; Nao  ; Nao  ;16.22-6-02;16.22-6 Fabrica��o de estruturas de madeira e de artigos de carpintaria para constru��o ;3
1553;  06.113.622/0001-02  ; MADEIREIRA HENRIQUE  ;  Rua Xv de Novembro, 1530  ; Rainha  ; Ipiranga  ;  PR  ; 84450-000  ;168; 0xx42 3242-1311  ; 90305366-62  ; odacirhenrique@brturbo.com.br  ;100; Madeira Beneficiada, Madeira Serrada  ; Nao  ; Nao  ;16.10-2-01;16.10-2  Desdobramento de madeira  ;3
1554;  75.688.515/0001-25  ; MADEIREIRA KAMPMANN  ;  Rua Oite de Dezembro, 1084  ; Centro  ; Porto Vitoria  ;  PR  ; 84610-000  ;259; 0xx42 3573-1105  ; 30700068-70  ; madeireirakampmann@gmail.com  ;50; Portas Lisas, Chapas de Compensados  ; Nao  ; Nao  ;16.22-6-02;16.22-6 Fabrica��o de estruturas de madeira e de artigos de carpintaria para constru��o ;3
1555;  07.754.507/0001-80  ; MADEIREIRA KAMUa  ;  Est. Tunas do Pr/cerro Azul, S/n Km 0,5  ; Ruth  ; Tunas do Parana  ;  PR  ; 83480-000  ;77; 0xx41 3659-1069  ; 90358921-30  ; madeireirakamua@hotmail.com  ;60; Madeiras  ; Nao  ; Nao  ;16.10-2-01;16.10-2  Desdobramento de madeira  ;3
1556;  84.818.657/0001-50  ; MADEIREIRA PASSAuNA  ;  Rua Luiz Francisco Pase, 2  ; Alto do Passauna  ; Campo Magro  ;  PR  ; 83535-000  ;26; 0xx41 3677-5353  ; 10201441-37  ; rh@divinasul.com.br  ;75; Embalagens de Madeiras, Pallets  ; Nao  ; Nao  ;16.23-4-00;16.23-4  Fabrica��o de artefatos de tanoaria e de embalagens de madeira  ;3
1557;  78.127.271/0001-08  ; MADEIREIRA RICKLI  ;  Rod. Pr 151, S/n Km 310  ; Vila Nova Holanda  ; Carambei  ;  PR  ; 84145-000  ;137; 0xx42 3231-1481  ; 20201194-22  ; silmeri@rickli.ind.br  ;60; Madeiras Serradas, Tapetes Sarrafiados  ; Sim  ; Nao  ;16.10-2-01;16.10-2  Desdobramento de madeira  ;3
1558;  78.897.600/0002-72  ; MADEIREIRA RIO CLARO  ;  Rua Antonio Ribeiro, S/n Cx. P. 05  ; Centro  ; Rio Azul  ;  PR  ; 84560-000  ;188; 0xx42 3463-1144  ; 21900219-07  ; mrclaro@mrclaro.com.br  ;190; Chapas de Compensados De Pinus,  ; Nao  ; Sim  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1559;  81.637.431/0001-65  ;MADEIREIRA THOMASI S/A;  Rua Mal. Deodoro, 3154  ; Rio da Areia  ; Uniao da Vitoria  ;  PR  ;84600000;241; 0xx42 3523-1255  ; 30100278-52  ; thomasi@thomasi.com.br  ;80; Chapas de Madeira, Madeira Compensada  ; Sim  ; Sim  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1560;  81.637.431/0006-70  ; MADEIREIRA THOMASI  ;  Rua Mal Deodoro, 1701  ; Rio da Areia  ; Uniao da Vitoria  ;  PR  ;84600000;241; 0xx42 3523-1255  ; 30101125-31  ; thomasi@thomasi.com.br  ;80; Madeira Serrada Ou Desdobrada,  ; Sim  ; Sim  ;16.10-2-01;16.10-2  Desdobramento de madeira  ;3
1561;  05.569.856/0001-04  ; MADEIREIRA TUPINIQUIN  ;  Rua Magnolia, 174  ; Eucaliptos  ; Fazenda Rio Grande  ;  PR  ; 83820-117  ;30; 0xx41 3627-6287  ; 90281782-44  ; madtupiniquin@madtupiniquin.com  ;60; Ripas Para Cerca  ; Nao  ; Sim  ;16.10-2-01;16.10-2  Desdobramento de madeira  ;3
1562;  87.547.238/0003-81  ; MADEM S/A  ;  Rua Ignacio Schebauer, 655  ; Bom Jesus  ; Rio Negro  ;  PR  ; 83880-000  ;121; 0xx47 3645-2955  ; 12600563-67  ; rionegro@madem.com.br  ;400; Carreteis de Madeira, Caixotes, Pallets  ; Sim  ; Sim  ;16.23-4-00;16.23-4  Fabrica��o de artefatos de tanoaria e de embalagens de madeira  ;3
1563;  47.614.177/0003-03  ; MADEPAR AGROFLORESTAL  ;  Av. Pres. Vargas, 644  ; Centro  ; General Carneiro  ;  PR  ; 84660-000  ;280; 0xx42 3552-1291  ; 30800326-40  ; itatiane.lemos@madeparflorestal.com.br  ;54; Reflorestamento de Pinus  ; Nao  ; Nao  ;16.10-2-01;16.10-2  Desdobramento de madeira  ;3
1564;  05.532.573/0001-80  ; MADEPAZ MADEIRAS LTDA  ;  Rod. do Papel Pr 160, S/n Km 16  ; Industrial  ; Telemaco Borba  ;  PR  ;84269090;249; 0xx42 3273-4548  ; 90277688-54  ; madpaztb@hotmail.com  ;72; Laminados de Madeira  ; Nao  ; Nao  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1565;  10.278.073/0001-01  ; MADEPLAST  ;  Rod. Br. 277 , 3903 Curitiba/ Ponta Grossa  ; Mossungue  ; Curitiba  ;  PR  ; 82305-100  ;0; 0xx41 3045-4050  ; 90459288-93  ; madeplast@madeplast.com.br  ;50; Perfil Deck Em Madeira Ecologica, Perfil  ; Sim  ; Sim  ;22.29-3-01;22.29-3  Fabrica��o de artefatos de material pl�stico n�o especificados anteriormente  ;3
1566;  78.578.812/0001-06  ; MADERMAC  ;  Rua Manoel Ramires, 1342  ; Pq. Industrial 3  ; Umuarama  ;  PR  ; 87507-011  ;559; 0xx44 3639-8010  ; 82208578-41  ; vendas@madermac.com.br  ;50; Madeiras Para Construcao, Portas, Janelas  ; Nao  ; Nao  ;16.21-8-00;16.21-8 Fabrica��o de madeira laminada e de chapas de madeira compensada, prensada e aglomerada ;3
1567;  02.624.729/0001-64  ; MADETEC  ;  Rua Rouxinol, 5205  ; Pq. Industrial 4  ; Arapongas  ;  PR  ; 86706-418  ;379; 0xx43 3303-1800  ; 90163925-69  ; madetec@madetec.com.br  ;114; Estantes, Racks, Dormitorios  ; Sim  ; Sim  ;31.01-2-00;31.01-2  Fabrica��o de m�veis com predomin�ncia de madeira  ;3
1568;  81.885.840/0001-80  ; MADILON EMBALAGENS  ;  Rua Agnello Theodoro de Paula, 372  ; Pq. Indl. Kiugo Takata  ; Londrina  ;  PR  ; 86000-000  ;387; 0xx43 3341-3801  ; 60124476-45  ; vendas@madilon.com.br  ;90; Embalagens de Papel, Etiquetas  ; Sim  ; Nao  ;17.41-9-02;17.41-9 Fabrica��o de produtos de papel, cartolina, papel-cart�o e papel�o ondulado para uso comercial e de escrit�rio ;2
1569;  76.091.842/0001-68  ;MAEMBA MADEIRAS E EMBALAGENS LTDA;  Av. Marginal do Contorno Leste, 15000  ; Rio Pequeno  ; Sao Jose dos Pinhais  ;  PR  ; 83005-970  ;16; 0xx41 3586-1414  ; 10701764-04  ; maemba@maemba.com.br  ;70; Pallets de Madeira, Caixas de Madeira  ; Nao  ; Nao  ;16.23-4-00;16.23-4  Fabrica��o de artefatos de tanoaria e de embalagens de madeira  ;3
1570;  02.744.832/0001-48  ; MAFLOW DO BRASIL  ;  Av. Juscelino Kubischek de Oliveira, 1361  ; Cic  ; Curitiba  ;  PR  ; 81280-140  ;0; 0xx41 2106-0600  ; 90168394-82  ; rh@maflow.com.br  ;150; Tubos Para Refrigeracao de Carros  ; Sim  ; Nao  ;22.19-6-00;22.19-6  Fabrica��o de artefatos de borracha n�o especificados anteriormente  ;3
1571;  78.157.260/0001-62  ; MAGIL CONSTRUcoES  ;  Rua Paraguay, 356  ; Bacacheri  ; Curitiba  ;  PR  ; 82510-090  ;0; 0xx41 3357-8503  ; 10157906-91  ; magil@magilconstrucoes.com.br  ;120; Construcao Civil  ; Nao  ; Nao  ;41.20-4-00;41.20-4  Constru��o de edif�cios  ;3
1572;  75.637.793/0001-53  ; MAGISTRAL EMBALAGENS  ;  Rod. Br 116, 18645 Km 106  ; Pinheirinho  ; Curitiba  ;  PR  ; 81690-300  ;0; 0xx41 2141-0408  ; 10152331-48  ; comunicacao@magistralimpressora.com.br  ;500; Embalagens Em Papel Cartao,  ; Nao  ; Nao  ;58.29-8-00;58.29-8  Edi��o integrada � impress�o de cadastros, listas e outros produtos gr�ficos  ;3
1573;  81.312.894/0001-57  ;MAGIUS METAL�RGICA INDUSTRIAL S/A;  Rua David Campista, 188  ; Afonso Pena  ; Sao Jose dos Pinhais  ;  PR  ; 83045-060  ;16; 0xx41 2169-9400  ; 10500547-44  ; magius@magius.com.br  ;400; Pecas Estampadas, Pecas Automotivas Para  ; Sim  ; Sim  ;29.49-2-99;29.49-2  Fabrica��o de pe�as e acess�rios para ve�culos automotores n�o especificados anteriormente  ;3
1574;  76.002.179/0001-88  ;MAKO IND�STRIA E COM�RCIO DE EQUIPAMENTOS FOTOGR�FICOS LTDA;  Rua Antonio Jose Correia, 78  ; Campo do Gado  ; Rio Negro  ;  PR  ; 83880-000  ;121; 0xx47 3641-6888  ; 12600516-40  ; vendas@mako.com.br  ;450; Sistemas de Iluminacao, Gerador, Flash  ; Sim  ; Sim  ;26.10-8-00;26.10-8  Fabrica��o de componentes eletr�nicos  ;3
1575;  76.670.215/0001-81  ; MAKSIWA  ;  Rua Nelson Argenta, 436  ; Jardim Cesar Augusto  ; Colombo  ;  PR  ; 83402-220  ;18; 0xx41 3621-3218  ; 10301525-10  ; compras@maksiwa.com.br  ;90; Embaladora de Sabao, Embaladora de  ; Nao  ; Nao  ;28.29-1-99;28.29-1  Fabrica��o de m�quinas e equipamentos de uso geral n�o especificados anteriormente  ;3
1576;  02.182.578/0001-31  ; MALHARIA BIELLA  ;  Rua Baltazar Carrasco dos Reis, 2267  ; Reboucas  ; Curitiba  ;  PR  ; 80250-130  ;0; 0xx41 3111-1400  ; 90143977-09  ; lafort@lafort.com.br  ;65; Confeccao de Malhas  ; Nao  ; Nao  ;14.12-6-01;14.12-6  Confec��o de pe�as do vestu�rio, exceto roupas �ntimas  ;2
1577;  82.436.106/0001-05  ; MALHARIA OLINGER  ;  Av. Sen. Flavio Carvalho Guimaraes, 1600  ; Boa Vista  ; Ponta Grossa  ;  PR  ;84070460;114; 0xx42 3239-6250  ; 90282403-06  ; malharia@olinger.com.br  ;50; Confeccoes de Uniformes Profissionais,  ; Nao  ; Nao  ;46.42-7-01;46.42-7  Com�rcio atacadista de artigos do vestu�rio e acess�rios  ;2
1578;  02.355.037/0001-68  ; KM&M ENGENHARIA DE SISTEMAS  ;  Rua Couto Magalhaes, 228  ; Nova Russia  ; Ponta Grossa  ;  PR  ;84070080;114; 0xx42 3026-3000  ; 90154573-14  ; kmm@kmm.com.br  ;58; Erp - Tms (sistema de Gerenciamento De  ; Nao  ; Nao  ;47.51-2-00;47.51-2  Com�rcio varejista especializado de equipamentos e suprimentos de inform�tica  ;1
1579;  03.570.497/0001-71  ; MALUAN  ;  Rua Luiz Testa, 2  ; Dist. Industrial 2  ; Nova Prata do Iguacu  ;  PR  ; 85685-000  ;516; 0xx46 3545-1611  ; 90213347-04  ; camilacbellafab@gmail.com  ;100; Jeans  ; Nao  ; Nao  ;14.12-6-01;14.12-6  Confec��o de pe�as do vestu�rio, exceto roupas �ntimas  ;2
1580;  01.825.776/0001-03  ; LATICiNIOS QUALITAT  ;  Gleba 4, S/n  ; Colonia Witmarsum  ; Palmeira  ;  PR  ; 84130-000  ;84; 0xx41 3377-3343  ; 90134704-29  ; curitiba@qualitat.com.br  ;57; Leite, Yorgute, Creme de Leite  ; Nao  ; Nao  ;10.51-1-00;10.51-1  Prepara��o do leite  ;3
1581;  04.807.000/0001-59  ; MANULI FITASA DO BRASIL  ;  Rua Emilio Romani, 1250 A  ; Cic  ; Curitiba  ;  PR  ; 81460-020  ;0; 0xx41 2169-6000  ; 90256673-25  ; ariane.santos@manulifitasa.com.br  ;200; Fitas Adesivas, Filme Stretch, Fita Crepe  ; Sim  ; Sim  ;22.29-3-99;22.29-3  Fabrica��o de artefatos de material pl�stico n�o especificados anteriormente  ;3
1582;  00.871.377/0001-16  ; MANUSERVICE MANUTENcaO E SERVIcOS  ;  Rua Teixeira Soares, 736  ; Jardim Cruzeiro  ; Sao Jose dos Pinhais  ;  PR  ; 83010-170  ;16; 0xx41 3282-7000  ; 10008378-70  ; manuservice@manuservice.com.br  ;80; Prestacao de Servicos De Manutencao  ; Nao  ; Nao  ;33.14-7-10;33.14-7  Manuten��o e repara��o de m�quinas e equipamentos da ind�stria mec�nica  ;3
1583;  78.166.287/0001-11  ; MARC CONSTRUTORA DE OBRAS LTDA  ;  Rod. Br 376, 14578  ; Italia  ; Sao Jose dos Pinhais  ;  PR  ; 83020-548  ;16; 0xx41 3382-1244  ; 10506671-69  ; marc.construtora@uol.com.br  ;150; Pavimentacao, Extracao de Minerais,  ; Nao  ; Nao  ;42.11-1-01;42.11-1  Constru��o de rodovias e ferrovias  ;4
